# Reference library (divisor): wt
# Comparison library (numerator): mut
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	mut_R1 raw countings	mut_R2 raw countings	wt_R1 raw countings	wt_R2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_003901.1	Protein Homology	CDS	365840	366310	.	-	0	ID=cds-WP_226987670.1;Parent=gene-MM_RS01510;Dbxref=GenBank:WP_226987670.1,GeneID:1478616;Name=WP_226987670.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032228.1;locus_tag=MM_RS01510;product=phospholipase D-like domain-containing protein;protein_id=WP_226987670.1;transl_table=11	128.83333333333331	190.43333333333334	71.61666666666666	89.0	112.102402866527	0.122300944788917	0.237318519869039	0.515345135543601	0.606311863895925	0.811983012172346
sense	NC_003901.1	Protein Homology	CDS	366310	368112	.	-	0	ID=cds-WP_011032229.1;Parent=gene-MM_RS01515;Dbxref=GenBank:WP_011032229.1,GeneID:1478617;Name=WP_011032229.1;gbkey=CDS;gene=drmB;inference=COORDINATES: protein motif:HMM:NF038324.1;locus_tag=MM_RS01515;product=DUF1998 domain-containing protein;protein_id=WP_011032229.1;transl_table=11	244.48333333333332	363.5595238095238	117.83333333333333	193.23333333333332	211.748134402282	0.140182245486999	0.200039292457496	0.700773551859992	0.483444346041907	0.721814439621893
sense	NC_003901.1	Protein Homology	CDS	368115	371927	.	-	0	ID=cds-WP_155395339.1;Parent=gene-MM_RS01520;Dbxref=GenBank:WP_155395339.1,GeneID:1478618;Name=WP_155395339.1;gbkey=CDS;gene=drmA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032230.1;locus_tag=MM_RS01520;product=DISARM system helicase DrmA;protein_id=WP_155395339.1;transl_table=11	530.9633458646617	654.8333333333334	273.0	384.1666666666667	435.89221876993	0.0372485265652054	0.172979416050612	0.215335023181642	0.829506125495726	0.928594441087786
sense	NC_003901.1	Protein Homology	CDS	372163	372837	.	-	0	ID=cds-WP_011032231.1;Parent=gene-MM_RS01525;Dbxref=GenBank:WP_011032231.1,GeneID:1478619;Name=WP_011032231.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032231.1;locus_tag=MM_RS01525;product=DNA glycosylase;protein_id=WP_011032231.1;transl_table=11	336.3095238095238	472.0	207.14285714285714	300.625	314.688571111517	-0.136364846899127	0.181898438358746	-0.749675742846037	0.453450020432446	0.700414032623336
sense	NC_003901.1	Protein Homology	CDS	372834	373808	.	-	0	ID=cds-WP_226987671.1;Parent=gene-MM_RS01530;Dbxref=GenBank:WP_226987671.1,GeneID:1478620;Name=WP_226987671.1;Ontology_term=GO:0006304,GO:0003886,GO:0008168,GO:1904047;gbkey=CDS;go_function=DNA (cytosine-5-)-methyltransferase activity|0003886||IEA,methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA;go_process=DNA modification|0006304||IEA;inference=COORDINATES: protein motif:HMM:NF012372.5;locus_tag=MM_RS01530;product=DNA cytosine methyltransferase;protein_id=WP_226987671.1;transl_table=11	244.33333333333331	384.84285714285716	119.08730158730158	226.06944444444446	224.282037424689	0.0618738537058736	0.202865717603154	0.304999062615948	0.760366866252843	0.891284871047183
sense	NC_003901.1	Protein Homology	CDS	374329	377325	.	+	0	ID=cds-WP_011032233.1;Parent=gene-MM_RS01535;Dbxref=GenBank:WP_011032233.1,GeneID:1478621;Name=WP_011032233.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032233.1;locus_tag=MM_RS01535;product=M1 family metallopeptidase;protein_id=WP_011032233.1;transl_table=11	356.7749999999999	454.60833333333323	158.0	251.60000000000005	283.169484080457	0.170017166754514	0.185869522166705	0.914712454051647	0.360342604537603	0.624400506258014
sense	NC_003901.1	Protein Homology	CDS	377774	378106	.	+	0	ID=cds-WP_011032234.1;Parent=gene-MM_RS01540;Dbxref=GenBank:WP_011032234.1,GeneID:1478622;Name=WP_011032234.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032234.1;locus_tag=MM_RS01540;product=DUF1622 domain-containing protein;protein_id=WP_011032234.1;transl_table=11	22.09090909090909	33.5	9.09090909090909	14.5	17.7012171455499	0.239828987730611	0.32035720338529	0.748629920589523	0.454080292984449	NA
sense	NC_003901.1	Protein Homology	CDS	378214	378546	.	+	0	ID=cds-WP_015410990.1;Parent=gene-MM_RS01545;Dbxref=GenBank:WP_015410990.1,GeneID:1478623;Name=WP_015410990.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410990.1;locus_tag=MM_RS01545;product=DUF1622 domain-containing protein;protein_id=WP_015410990.1;transl_table=11	24.5	35.5	10.0	23.0	21.2541351816686	0.0475068812735307	0.31843734350799	0.14918753168263	0.881405658166667	NA
sense	NC_003901.1	Protein Homology	CDS	378966	380183	.	+	0	ID=cds-WP_011032236.1;Parent=gene-MM_RS01550;Dbxref=GenBank:WP_011032236.1,GeneID:1478624;Name=WP_011032236.1;Ontology_term=GO:0009088,GO:0004795;gbkey=CDS;gene=thrC;go_function=threonine synthase activity|0004795||IEA;go_process=threonine biosynthetic process|0009088||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032236.1;locus_tag=MM_RS01550;product=threonine synthase;protein_id=WP_011032236.1;transl_table=11	409.58333333333337	591.9166666666667	251.0	370.5	386.640199134415	-0.119433983392387	0.174826812031389	-0.683155987371911	0.494508280524085	0.734560843885291
sense	NC_003901.1	Protein Homology	CDS	380475	383375	.	+	0	ID=cds-WP_048038036.1;Parent=gene-MM_RS01555;Dbxref=GenBank:WP_048038036.1,GeneID:1478625;Name=WP_048038036.1;Ontology_term=GO:0006429,GO:0000166,GO:0004823,GO:0005524;gbkey=CDS;gene=leuS;go_function=nucleotide binding|0000166||IEA,leucine-tRNA ligase activity|0004823||IEA,ATP binding|0005524||IEA;go_process=leucyl-tRNA aminoacylation|0006429||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011307028.1;locus_tag=MM_RS01555;product=leucine--tRNA ligase;protein_id=WP_048038036.1;transl_table=11	1043.2952380952381	1528.7	497.33333333333337	741.9242424242425	875.755610473667	0.218320963200712	0.154665097802282	1.41157227003992	0.158075942128172	0.391086607460934
sense	NC_003901.1	Protein Homology	CDS	383733	384641	.	-	0	ID=cds-WP_048041343.1;Parent=gene-MM_RS01560;Dbxref=GenBank:WP_048041343.1,GeneID:1478626;Name=WP_048041343.1;Ontology_term=GO:0008152;gbkey=CDS;go_process=metabolic process|0008152||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410993.1;locus_tag=MM_RS01560;product=nitrilase-related carbon-nitrogen hydrolase;protein_id=WP_048041343.1;transl_table=11	116.45833333333334	199.0	71.2	131.26785714285714	121.430556249006	-0.139907884183244	0.234500131963793	-0.596621771645085	0.550759932098638	0.776459322313648
sense	NC_003901.1	Protein Homology	CDS	384738	385388	.	-	0	ID=cds-WP_011032239.1;Parent=gene-MM_RS01565;Dbxref=GenBank:WP_011032239.1,GeneID:1478627;Name=WP_011032239.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410994.1;locus_tag=MM_RS01565;product=hypothetical protein;protein_id=WP_011032239.1;transl_table=11	270.1166666666667	402.98333333333335	147.45000000000002	194.7	236.262288501227	0.126013392037537	0.198071233068915	0.636202390852453	0.524644515044363	0.754273790916897
sense	NC_003901.1	GeneMarkS-2+	CDS	385421	385573	.	-	0	ID=cds-WP_155395338.1;Parent=gene-MM_RS18760;Dbxref=GenBank:WP_155395338.1,GeneID:43837199;Name=WP_155395338.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18760;product=hypothetical protein;protein_id=WP_155395338.1;transl_table=11	3552.5	4086.0333333333333	1653.5	2972.8333333333335	2903.51806311255	-0.0426874101299173	0.150227754019228	-0.284151290210021	0.776294442235962	0.901953614540344
sense	NC_003901.1	Protein Homology	CDS	386031	386528	.	+	0	ID=cds-WP_011032240.1;Parent=gene-MM_RS01570;Dbxref=GenBank:WP_011032240.1,GeneID:1478628;Name=WP_011032240.1;Ontology_term=GO:0006527,GO:0008792;gbkey=CDS;go_function=arginine decarboxylase activity|0008792||IEA;go_process=arginine catabolic process|0006527||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410996.1;locus_tag=MM_RS01570;product=pyruvoyl-dependent arginine decarboxylase;protein_id=WP_011032240.1;transl_table=11	440.3333333333333	577.5909090909091	201.0909090909091	395.09090909090907	376.71702959681	-0.00166255893485883	0.181999944887798	-0.00913494196871207	0.992711472207305	0.995107672312633
sense	NC_003901.1	Protein Homology	CDS	386961	387998	.	+	0	ID=cds-WP_015410997.1;Parent=gene-MM_RS01575;Dbxref=GenBank:WP_015410997.1,GeneID:1478629;Name=WP_015410997.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410997.1;locus_tag=MM_RS01575;product=deoxyhypusine synthase;protein_id=WP_015410997.1;transl_table=11	1306.0	1911.0	530.3333333333333	836.3333333333333	1033.00760165991	0.397611160598518	0.151315263109995	2.62770028896214	0.00859642184567865	0.0537415017320169
sense	NC_003901.1	Protein Homology	CDS	388062	388583	.	+	0	ID=cds-WP_011032242.1;Parent=gene-MM_RS01580;Dbxref=GenBank:WP_011032242.1,GeneID:1478630;Name=WP_011032242.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011307017.1;locus_tag=MM_RS01580;product=ArsR family transcriptional regulator;protein_id=WP_011032242.1;transl_table=11	493.75	696.6666666666666	358.5	509.8333333333333	503.308955925634	-0.339829026016931	0.167154194048665	-2.03302721748036	0.042049773291042	0.166085177930787
sense	NC_003901.1	Protein Homology	CDS	388583	389371	.	+	0	ID=cds-WP_011032243.1;Parent=gene-MM_RS01585;Dbxref=GenBank:WP_011032243.1,GeneID:1478631;Name=WP_011032243.1;Ontology_term=GO:0006355,GO:0003700;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032243.1;locus_tag=MM_RS01585;product=MarR family transcriptional regulator;protein_id=WP_011032243.1;transl_table=11	615.2833333333333	977.6428571428571	407.5	637.2833333333333	629.267795220513	-0.198607432235095	0.165366895711021	-1.20101082735544	0.229747001357759	0.485726933052368
sense	NC_003901.1	Protein Homology	CDS	389639	390187	.	+	0	ID=cds-WP_011032244.1;Parent=gene-MM_RS01590;Dbxref=GenBank:WP_011032244.1,GeneID:1478632;Name=WP_011032244.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032244.1;locus_tag=MM_RS01590;product=metallophosphoesterase;protein_id=WP_011032244.1;transl_table=11	34.0	64.75	21.333333333333336	38.666666666666664	36.9068096729912	-0.0625563624684329	0.301294909868169	-0.207625022592663	0.835521764898905	NA
sense	NC_003901.1	Protein Homology	CDS	390339	390560	.	-	0	ID=cds-WP_011032245.1;Parent=gene-MM_RS01595;Dbxref=GenBank:WP_011032245.1,GeneID:1478633;Name=WP_011032245.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011022956.1;locus_tag=MM_RS01595;product=hypothetical protein;protein_id=WP_011032245.1;transl_table=11	655.0	883.0	434.0	508.5	599.294656998531	-0.128653193721803	0.176429428625865	-0.729204842547122	0.465876369469331	0.707673244480379
sense	NC_003901.1	Protein Homology	CDS	390887	391456	.	-	0	ID=cds-WP_011032246.1;Parent=gene-MM_RS01600;Dbxref=GenBank:WP_011032246.1,GeneID:1478634;Name=WP_011032246.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032246.1;locus_tag=MM_RS01600;product=RPA family protein;protein_id=WP_011032246.1;transl_table=11	225.5	292.66666666666663	172.5	199.14285714285714	220.42166276833	-0.315050662742229	0.206665299551574	-1.52444877502818	0.127396643802723	0.34101477305204
sense	NC_003901.1	Protein Homology	CDS	391457	392722	.	-	0	ID=cds-WP_011032247.1;Parent=gene-MM_RS01605;Dbxref=GenBank:WP_011032247.1,GeneID:1478635;Name=WP_011032247.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032247.1;locus_tag=MM_RS01605;product=replication protein A;protein_id=WP_011032247.1;transl_table=11	1142.0	1639.0	437.2333333333333	629.3333333333333	860.139925601175	0.524294683277112	0.155714717684874	3.36702073556172	0.000759849747446198	0.00856156285203913
sense	NC_003901.1	Protein Homology	CDS	393471	395309	.	-	0	ID=cds-WP_015411002.1;Parent=gene-MM_RS01610;Dbxref=GenBank:WP_015411002.1,GeneID:1478636;Name=WP_015411002.1;Ontology_term=GO:0006812,GO:0055085,GO:1902600,GO:0015297,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=antiporter activity|0015297||IEA;go_process=monoatomic cation transport|0006812||IEA,transmembrane transport|0055085||IEA,proton transmembrane transport|1902600||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411002.1;locus_tag=MM_RS01610;product=cation:proton antiporter;protein_id=WP_015411002.1;transl_table=11	255.61111111111111	347.8111111111111	155.0	214.5	232.703439858896	-0.0996882082483435	0.195534853135376	-0.509823218980432	0.610175317288498	0.813660388696176
sense	NC_003901.1	Protein Homology	CDS	395574	396194	.	-	0	ID=cds-WP_011032249.1;Parent=gene-MM_RS01615;Dbxref=GenBank:WP_011032249.1,GeneID:1478637;Name=WP_011032249.1;Ontology_term=GO:0042626,GO:0140359;gbkey=CDS;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032249.1;locus_tag=MM_RS01615;product=ABC transporter permease;protein_id=WP_011032249.1;transl_table=11	15.535714285714285	20.976190476190474	14.0	20.1984126984127	17.9680622514328	-0.361804642239987	0.320198856999098	-1.12993733216545	0.258502631829617	NA
sense	NC_003901.1	Protein Homology	CDS	396185	396847	.	-	0	ID=cds-WP_011032250.1;Parent=gene-MM_RS01620;Dbxref=GenBank:WP_011032250.1,GeneID:1478638;Name=WP_011032250.1;Ontology_term=GO:0042626,GO:0140359;gbkey=CDS;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032250.1;locus_tag=MM_RS01620;product=ABC transporter permease;protein_id=WP_011032250.1;transl_table=11	16.0	14.5	5.0	8.0	9.9231513569168	0.163922970052862	0.310842933988165	0.52734983533228	0.597950672765684	NA
sense	NC_003901.1	GeneMarkS-2+	CDS	396922	397065	.	+	0	ID=cds-WP_155395337.1;Parent=gene-MM_RS18765;Dbxref=GenBank:WP_155395337.1,GeneID:43837200;Name=WP_155395337.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18765;product=hypothetical protein;protein_id=WP_155395337.1;transl_table=11	7.0	19.0	12.0	9.0	11.9524716049795	-0.25201169597563	0.314242864852701	-0.801964735440399	0.422573357519246	NA
sense	NC_003901.1	Protein Homology	CDS	397083	398207	.	-	0	ID=cds-WP_011032251.1;Parent=gene-MM_RS01625;Dbxref=GenBank:WP_011032251.1,GeneID:1478639;Name=WP_011032251.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032251.1;locus_tag=MM_RS01625;product=ABC transporter ATP-binding protein;protein_id=WP_011032251.1;transl_table=11	99.45833333333334	158.45	34.0	75.75	81.1994558439291	0.348897017278475	0.260140381266536	1.34118746032358	0.179859596644753	0.421231788065428
sense	NC_003901.1	Protein Homology	CDS	398232	399152	.	-	0	ID=cds-WP_011032252.1;Parent=gene-MM_RS01630;Dbxref=GenBank:WP_011032252.1,GeneID:1478640;Name=WP_011032252.1;Ontology_term=GO:0055085,GO:0022857,GO:0043190;gbkey=CDS;go_component=ATP-binding cassette (ABC) transporter complex|0043190||IEA;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032252.1;locus_tag=MM_RS01630;product=glycine betaine ABC transporter substrate-binding protein;protein_id=WP_011032252.1;transl_table=11	231.33333333333334	330.8333333333333	143.0	197.08333333333334	215.054110841263	-0.0908348280685874	0.199725619098536	-0.454798079878643	0.649254511767209	0.837348210162945
sense	NC_003901.1	Protein Homology	CDS	399691	400908	.	+	0	ID=cds-WP_048038047.1;Parent=gene-MM_RS01635;Dbxref=GenBank:WP_048038047.1,GeneID:1478641;Name=WP_048038047.1;Ontology_term=GO:0003977,GO:0019134;gbkey=CDS;gene=glmU;go_function=UDP-N-acetylglucosamine diphosphorylase activity|0003977||IEA,glucosamine-1-phosphate N-acetyltransferase activity|0019134||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011022961.1;locus_tag=MM_RS01635;product=bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase;protein_id=WP_048038047.1;transl_table=11	385.1666666666667	534.0833333333334	189.5	328.4166666666667	335.394403534121	0.0282119577190538	0.179931343646925	0.15679290304425	0.875408066221732	0.942173731398214
sense	NC_003901.1	Protein Homology	CDS	400931	402787	.	+	0	ID=cds-WP_011032254.1;Parent=gene-MM_RS01640;Dbxref=GenBank:WP_011032254.1,GeneID:1478642;Name=WP_011032254.1;Ontology_term=GO:1901137,GO:0004360;gbkey=CDS;gene=glmS;go_function=glutamine-fructose-6-phosphate transaminase (isomerizing) activity|0004360||IEA;go_process=carbohydrate derivative biosynthetic process|1901137||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011022962.1;locus_tag=MM_RS01640;product=glutamine--fructose-6-phosphate transaminase (isomerizing);protein_id=WP_011032254.1;transl_table=11	681.2777777777777	821.1666666666667	309.1	478.19999999999993	535.034763267785	0.125846470071035	0.166101461580459	0.757648180055751	0.448661628836829	0.700068358486761
sense	NC_003901.1	Protein Homology	CDS	402873	404177	.	+	0	ID=cds-WP_175413366.1;Parent=gene-MM_RS01645;Dbxref=GenBank:WP_175413366.1,GeneID:1478643;Name=WP_175413366.1;Ontology_term=GO:0009252,GO:0008966;gbkey=CDS;gene=glmM;go_function=phosphoglucosamine mutase activity|0008966||IEA;go_process=peptidoglycan biosynthetic process|0009252||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011307001.1;locus_tag=MM_RS01645;product=phosphoglucosamine mutase;protein_id=WP_175413366.1;transl_table=11	379.07896825396824	464.25	150.03333333333333	243.8888888888889	283.950715288161	0.276300473931393	0.187141199087626	1.47642782710834	0.139829077010881	0.361046105235124
sense	NC_003901.1	Protein Homology	CDS	404174	405367	.	+	0	ID=cds-WP_011032256.1;Parent=gene-MM_RS01650;Dbxref=GenBank:WP_011032256.1,GeneID:1478644;Name=WP_011032256.1;Ontology_term=GO:0003977,GO:0019134;gbkey=CDS;gene=glmU;go_function=UDP-N-acetylglucosamine diphosphorylase activity|0003977||IEA,glucosamine-1-phosphate N-acetyltransferase activity|0019134||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032256.1;locus_tag=MM_RS01650;product=bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase;protein_id=WP_011032256.1;transl_table=11	589.0	793.3999999999999	309.4166666666667	507.75	518.503025039257	-0.0380606504119804	0.16443727071146	-0.231459998376924	0.816957458372427	0.922102648895059
sense	NC_003901.1	Protein Homology	CDS	405545	406030	.	-	0	ID=cds-WP_015411007.1;Parent=gene-MM_RS01655;Dbxref=GenBank:WP_015411007.1,GeneID:1478645;Name=WP_015411007.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411007.1;locus_tag=MM_RS01655;product=hypothetical protein;protein_id=WP_015411007.1;transl_table=11	696.3333333333333	778.25	480.0	648.0	647.399052708597	-0.390728475426199	0.170253820394176	-2.29497625675345	0.0217344850269467	0.104953734174974
sense	NC_003901.1	GeneMarkS-2+	CDS	406405	406602	.	-	0	ID=cds-WP_152558057.1;Parent=gene-MM_RS01660;Dbxref=GenBank:WP_152558057.1,GeneID:24771925;Name=WP_152558057.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS01660;product=hypothetical protein;protein_id=WP_152558057.1;transl_table=11	1127.1666666666667	1316.3666666666668	673.25	1092.5833333333333	1025.61191222634	-0.298522386373584	0.154489452182186	-1.93231565104873	0.0533205578147171	0.19399607204929
